brand_name,item_name,brand_id,item_id,upc,item_type,item_description,nf_ingredient_statement,nf_calories,nf_calories_from_fat,nf_total_fat,nf_saturated_fat,nf_trans_fatty_acid,nf_polyunsaturated_fat,nf_monounsaturated_fat,nf_cholesterol,nf_sodium,nf_total_carbohydrate,nf_dietary_fiber,nf_sugars,nf_protein,nf_vitamin_a_dv,nf_vitamin_c_dv,nf_calcium_dv,nf_iron_dv,nf_potassium,nf_servings_per_container,nf_serving_size_qty,nf_serving_size_unit,nf_serving_weight_grams,metric_qty,metric_uom,images_front_full_url,updated_at,section_ids
Campbell's,"SpaghettiOs, Meatballs",51db37c1176fe9790a89907e,51c3d42897c3e6d8d3b52b37,51000025630,2,Meatballs,"Water, Tomato Puree (Water, Tomato Paste), Meatballs (Beef, Pork, Water, Bread Crumbs [Enriched Flour (Wheat Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Dextrose, Salt, Yeast, Soybean Oil], Soy Protein Concentrate, Salt, Dehydrated Onion, Dehydrated Garlic, Beef Flavor [Beef Stock, Flavoring, Salt], Spice Extract), Enriched Macaroni Product with Added Calcium and Vitamin D (Wheat Flour, Calcium Phosphate, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid, Vitamin D) [All Nutrients in Excess of Standard], Enriched Macaroni Product (Wheat Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Contains Less than 2% of: Sugar, Carrot Juice Concentrate, Salt, Enzyme Modified Cheddar Cheese (Cheddar Cheese [Cultured Milk, Salt, Enzymes, Calcium Chloride], Water, Disodium Phosphate, Enzymes), Potassium Chloride, Vegetable Oil, Enzyme Modified Butter (Milk), Yeast Extract, Flavoring, Ascorbic Acid, Citric Acid, Nonfat Dry Milk, Malic Acid, Succinic Acid.",190,50,6,2,0,null,null,20,490,25,3,6,9,8,10,10,20,null,1,1,can,206,206,g,null,2014-11-24T20:24:24+00:00,null
Stefano Foods,"Panini, Italian Style",51db381b176fe9790a89b568,51c3f39197c3e6de73cbdcc9,52083740106,2,Italian Style,"Dough: Enriched Wheat Flour (Wheat Flour, and 2% or Less of Niacin, Iron, Thiamin, Mononitrate, Riboflavin, Folic Acid and Enzymes), Water, Soybean Oil, Dough Conditioner (Salt, Partially Hydrogenated Soybean Oil, Dextrose, Wheat Flour, Mono and Diglycerides, Ascorbic Acid, L-Cysteine), Yeast (Yeast, Starch, 1% or Less of Sorbitan Monostearate by Weight, and May Contain Ascorbic Acid). Filling: Ham Water Added (Cured with Water, Contains 2% or Less of Dextrose, Potassium Lactate, Salt, Sodium Erythorbate, Sodium Nitrite, Sodium Phosphate, Browned in Vegetable Oil), Provolone Cheese (Pasteurized Milk, Cultures, Salt, Enzymes), Pepperoni (Pork, Beef, Salt, Contains 2% or Less of Water, Dextrose, Natural Spices, Oleoresin of Paprika, Lactic Acid Starter Culture, Garlic Powder, Sodium Nitrite, BHA, BHT, Citric Acid), Salami (Beef and Pork, Salt, Contains 2% or Less of Dextrose, Water, Natural Spices, Garlic Powder, Sodium Ascorbate, Lactic Acid Starter Culture, Sodium Nitrite, BHA, BHT, Citric Acid). Topping Mix: Romano Cheese (Grated Imported Romano Cheese [Aged Over 8 Months] Produced from Sheep's Milk, Cheese Cultures, Salt, Rennet), Parsley, Oregano, Bread Crumbs (Bleached Flour, Water, Partially Hydrogenated Vegetable Oil [Soybean, Cottonseed and/or Canola], Salt, Yeast, Contains 2% or Less of the Following: Sugar, Dextrose), Cornmeal (Niacin, Iron, Thiamin, Mononitrate, Riboflavin, Folic Acid).",390,190,21,8,null,null,null,40,850,30,1,0,18,4,6,15,10,null,2,0.5,panini,127,127,g,null,2014-11-24T20:24:24+00:00,null
Sabra,Roasted Pine Nut Hummus,51db37b3176fe9790a8986ce,51c3f36a97c3e6de73cbdbb8,40822011747,2,Roasted Pine Nut,"Cooked Chickpeas (Chick Peas [Garbanzos], Water), Tahini (Ground Sesame), Soybean Oil, Garlic, Salt, Citric Acid, Red Bell Pepper, Pine Nuts, Potassium Sorbate Added to Maintain Freshness, Spices, Natural Flavors. Gluten free.",80,50,6,1,0,null,null,0,130,5,2,0,2,0,0,2,4,null,10,2,tbsp,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/53cd1df89628b8892a249fc8.jpeg,2014-11-24T20:24:24+00:00,null
Crowley,"Nonfat Yogurt, Lemon",51db37bb176fe9790a898db4,51c3bff197c3e6d8d3b48b26,71700449819,2,Lemon,"Cultured Pasteurized Nonfat Milk, Whey Protein Concentrate, Modified Food Starch, Whey, Lemon Flavor (preserved with Potassium Sorbate), Aspartame, Gelatin, Citric Acid, and Turmeric (for Color).",100,0,0,0,null,null,null,3,130,17,0,10,8,0,0,25,0,null,1,1,ct,226,226,g,null,2014-11-24T20:24:24+00:00,null
Eclipse,"Gum, Sugarfree, Polar Ice, Big E Pak",51db37e0176fe9790a89a33e,51c368a797c3e69de4b061fc,22000005748,2,"Sugarfree, Polar Ice, Big E Pak","Made of: Sorbitol, Maltitol, Gum Base, Natural and Artificial Flavors, Acacia; Less than 2% of: Glycerol, Aspartame, Soy Lecithin, Color (Titanium Dioxide), Acesulfame K, Carnauba Wax, BHT (to Maintain Freshness).",5,0,0,null,null,null,null,null,0,2,null,0,0,0,0,0,0,null,30,2,pieces,3,3,g,null,2014-11-24T20:24:24+00:00,null
KC Masterpiece,"Barbecue Sauce, Hickory",51db37c1176fe9790a8990fb,51c3bd0f97c3e6d8d3b47437,74609170006,2,Hickory,"Tomato Puree (Water, Tomato Paste), High Fructose Corn Syrup, Molasses, Vinegar, Salt, Less than 2% of: Spices, Natural Hickory Smoke Flavor, Modified Food Starch, Natural Flavors, Salt,  Xanthan Gum, Caramel Color, Dried Onion, Dried Garlic, Turmeric, Paprika Extracts.",60,0,0,null,null,null,null,0,260,15,null,12,0,0,0,0,0,null,22,2,tbsp,36,36,g,null,2014-11-24T20:24:24+00:00,null
Tofurky,"Andouille, Artisan, Cajun-Style",51db37d2176fe9790a899e46,51c36b0d97c3e69de4b0771c,25583006041,2,"Artisan, Cajun-Style","Vital Wheat Gluten, Water, Organic Tofu (Water, Organic Soybeans, Magnesium Chloride, Calcium Chloride), Expeller Pressed Non-Genetically Engineered Canola Oil, Wheat Flour, Wheat Berries, Poblano Peppers, Shoyu Soy Sauce (Water, Non-Genetically Engineered Soybeans, Wheat, Salt, Culture), Garlic Puree, Granulated Garlic, Organic Cane Sugar, Potassium Chloride, Paprika, Annatto, Spices, Natural Vegetarian Flavors, Oat Fiber, Sea Salt, Natural Smoke Flavor.",270,100,12,1,0,null,null,0,550,12,3,5,29,2,0,4,12,450,4,3.5,oz,100,100,g,https://d1r9wva3zcpswd.cloudfront.net/53e226e05b5cf4106ed7b8b0.jpeg,2014-11-24T20:24:24+00:00,null
Marie Callender's Grocery,Turkey Pot Pie,52ceb0f8bba524e0680000b8,51c367ef97c3e69de4b05c72,21131301347,2,null,"Filling: Water, Cooked Turkey Breast [Turkey Breast, Water, Isolated Soy Protein Product (Isolated Soy Protein, Modified Food Starch, Starch, Carrageenan, Soy Lecithin), Salt, Dextrose, Chicken Broth Powder (Maltodextrin, Chicken Broth, Salt, Flavors), Fructose, Flavoring (Spice Extractives with Polysorbate 80, Canola Oil, Soybean Oil, Flavor)], Carrots, Peas, Contains 2% or Less of Each of the Following: Celery, Modified Corn Starch, Heavy Whipping Cream, Onions, Rendered Chicken Fat, Salt, Turkey Flavor (Turkey Broth, Turkey Fat, Salt, Flavor, Spices), Chicken Broth Powder (Maltodextrin, Chicken Broth, Salt, Flavors), Nonfat Dry Milk, Sugar, Methylcellulose Gum, Spices, Mono- and Diglycerides, Turmeric. Crust: Wheat Flour Enriched with (Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Partially Hydrogenated Soybean and Cottonseed Oil with TBHQ and Citric Acid, Water, Dairy Product Solids, Salt, Caramel Color.",630,330,36,14,0,null,null,20,1070,59,5,6,17,25,4,4,20,320,4,1,pie,283,283,g,https://d1r9wva3zcpswd.cloudfront.net/5360091967efca3d4b64cf45.jpeg,2014-11-24T20:24:24+00:00,null
Cafe Bistro,Dark Chocolate Covered Gingerbread Hearts,526e670fc8e1000200000007,547cd577656e5cf516c7fe44,41498176334,2,null,null,100,20,2,1.5,0,null,null,0,30,21,1,12,1,0,0,0,10,null,10,2,pieces,30,30,g,https://d1r9wva3zcpswd.cloudfront.net/547cdc93d9fbbadf16c3a384.jpeg,2014-12-01T21:24:39+00:00,null
Laney Haney,Clover Honey,56105aadcc0bbcaa197731e3,56105b55b2b06ede2aca772d,98114600605,2,null,null,60,null,0,null,null,null,null,null,0,17,null,16,0,null,null,null,null,null,29,1,tbsp,21,21,g,https://d1r9wva3zcpswd.cloudfront.net/56105d468ac38ef664554c26.jpeg,2015-10-03T22:57:10+00:00,null
Taste of Inspirations,"Nonfat Greek Yogurt, Coconut Flavored",51db37b3176fe9790a8986a1,54982ebeb714fd8d4b3e57a5,725439980029,2,null,null,120,0,0,0,null,null,null,10,50,19,0.5,18,13,0,null,15,null,null,1,1,container,150,150,g,https://d1r9wva3zcpswd.cloudfront.net/5498377b1ac7c9a076b233b4.jpeg,2014-12-22T15:23:39+00:00,null
Michoacana,"Bars, Coconut",51db37f8176fe9790a89ab4b,51c3ca5397c3e6d8d3b4d9b5,67778001011,2,Coconut,"Milk Fat and Non Fat Milk, Sugar, Corn Syrup, Shredded Coconut (Coconut, Sugar, Propylene Glycol), Guar Gum, Xanthan Gum, Mono and Diglycerides, Cellulose Gum, Polysorbate 80, Carrageenan, Natural and Artificial Flavors.",180,77,10,7,null,null,null,32,53,19,0,16,3,7,0,7,0,null,6,1,bar,null,null,null,null,2014-11-24T20:24:24+00:00,null
Pepperidge Farm,"Bread, Breakfast, Raisin & Grains",51db37b2176fe9790a89857c,51c3602497c3e69de4b02173,14100089261,2,"Breakfast, Raisin & Grains","Whole Wheat Flour, Unbromated Unbleached Enriched Wheat Flour (Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid, Water, Wheat Gluten, High Fructose Corn Syrup, Sunflower Seeds, Yeast, Oat Fiber, Wheat Gluten, Sugar, Blueberries, Contains 2 Percent or Less of; Oats, Nonfat Yogurt (Adds a Trivial Amount of Cholesterol) (Milk), Soybean Oil, Calcium Sulfate, Salt, Honey, Cinnamon, Dextrose, Wheat Flour, Calcium Propionate (to Retard Spoilage), Datem (Dough Conditioner), Vegetable Mono and Diglycerides, Wheat Starch, Soy Lecithin, Enzymes, Natural Flavors and Sucralose.",100,15,1,0,0,null,null,0,150,19,3,6,5,0,0,15,4,null,10,1,slice,45,45,g,null,2014-11-24T20:24:24+00:00,null
GFS,Mini Pretzel Twists,5460eca4a7f2fb4538e91f52,55163bf145e93bb118779f90,93901405180,2,null,null,110,10,1,0,0,null,null,0,340,23,0.5,0.5,3,0,0,0,10,null,32,17,pieces,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/55163c28fbefbf994e702a63.jpeg,2015-03-28T05:29:12+00:00,null
Breakthrough Engineered Nutrition,"CarbSlim Bites, Peanut Butter Crunch",51db37c9176fe9790a899724,51c3fdf397c3e6dfa4df236d,24038903010,2,Peanut Butter Crunch,"Peanut Butter (Fractionated Palm Kernel Oil, Inulin, Erythritol, Milk Protein Isolate, Partially Defatted Peanut Flour, Whey, Dry Roasted Peanuts, Soy Lecithin, Salt, and Sucralose), Milk Chocolate (Fractionated Palm Kernel Oil, Inulin, Erythritol, Whole Milk Powder, Cocoa Butter Oil, Soy Lecithin, Natural Flavors, Salt, Sucralose), Isolated Soy Protein, Rice Flour, Cocoa.",114,81,9,8,null,null,null,1,82,14,6,0,5,0,2,0,3,null,1.5,28,g,28,28,g,null,2014-11-24T20:24:24+00:00,null
Maggiano's,House Salad Dressing,51db37b4176fe9790a8987cd,51c3c4f297c3e6d8d3b4b26f,11751826153,2,null,"Corn Oil, Sugar, Soybean Oil, Extra Virgin Olive Oil, Sugar, Water, Vinegar, Red Wine Vinegar, Salt, Mustard Flour, Garlic, Spices, and Polysorbate (Emulsifier).",210,200,22,3,0,null,null,0,200,3,0,3,0,0,0,0,0,null,11,2,tbsp,31,31,g,null,2014-11-24T20:24:24+00:00,null
Mott's,Organic Applesauce,51db37b5176fe9790a89884d,54b52df9b1fc8a584e635ccf,14800003840,2,null,null,50,null,0,0,0,null,null,0,0,13,1,11,0,0,20,0,0,85,36,1,container,111,111,g,https://d1r9wva3zcpswd.cloudfront.net/54bc8da24f94662447fdf4c9.jpeg,2015-01-19T04:52:50+00:00,null
Giant,Tropical Fruit Medley,51db37b0176fe9790a8983ef,5521a84bb4d536e06662c98d,100100008927,2,null,null,70,0,0,0,0,0,0,0,0,18,3,13,0.5,10,130,2,4,null,2,1.25,cups,154,154,g,https://d1r9wva3zcpswd.cloudfront.net/5521a8e8b4d536e06662c9b5.jpeg,2015-04-05T21:28:08+00:00,null
Vesuvio,Pasta di Gragnano,55e6f026112130673dfb106c,55e6ef9563b370555ff43cc8,41220251711,2,null,null,210,10,1,0,0,null,null,0,0,41,2,2,8,0,0,0,4,null,9,0.75,cup dry,56,56,g,https://d1r9wva3zcpswd.cloudfront.net/55e6efb963b370555ff43ccf.jpeg,2015-09-02T12:46:49+00:00,null
Gold Medal,"Flossugar, Blue Raspberry",51db37c5176fe9790a8993c3,55dc0d760407ce7826b159c6,90939132019,2,null,null,50,null,0,null,null,null,null,null,0,14,null,14,0,null,null,null,null,null,104,0.5,oz,14,14,g,https://d1r9wva3zcpswd.cloudfront.net/55de08843acaa9164a1e97d7.jpeg,2015-08-26T18:42:12+00:00,null
Scheckter's,"Energy Drink, Organic Energy",51db37cc176fe9790a899a93,52663eac5ab0a80500002c79,857400002918,2,null,"Sparkling  Filtered Water, Organic Raw Cane Sugar, Organic Lemon Juice (Fruit Juice From Concentrate), Organic Elderberry Juice (Fruit Juice From Concentrate), Organic Ginseng, OrganicEnergy (135 mg) Caffeine (Organic Guarana, Green Tea & Raw Green Coffee Bean) (11%).",112,0,0,null,null,null,null,null,0,28,null,26,0,null,null,null,null,null,1,1,can,null,250,ml,https://d1r9wva3zcpswd.cloudfront.net/536bc3094a749f8f03d61551.jpeg,2014-11-24T20:24:24+00:00,null
Santa Cruz,"Juice, White Grape",51db37c2176fe9790a8991d8,51c3722d97c3e69de4b0b3c9,36192122893,2,White Grape,"Filtered Water (Sufficient to Reconstitute), Organic White Grape Juice Concentrate. Gluten free.",160,0,0,null,null,null,null,null,20,39,null,39,0,0,0,0,0,null,4,8,fl oz,226,226,g,null,2014-11-24T20:24:24+00:00,null
Rubicon,"Exotic Juice Drink, Guanabana",51db3812176fe9790a89b295,51c3fc6897c3e6dfa4df182c,64579007044,2,Guanabana,"Water, Guanabana Pulp, Sugar, Malic Acid, Guar and Xanthan Gum (Stabilizer), Natural and Simulated Flavours, Ascorbic Acid (Vitamin C).",140,0,0,0,0,null,null,0,0,34,1,30,0,0,100,0,0,null,4,8.45,fl oz,239,239,g,null,2014-11-24T20:24:24+00:00,null
Tai Pei,Grilled White Meat Chicken,51db37b3176fe9790a898696,5501942de1d6024060110a59,70077812509,2,null,null,100,25,3,1,0,null,null,55,490,2,0,1,17,0,0,0,2,null,4,0.75,cup,85,85,g,https://d1r9wva3zcpswd.cloudfront.net/5501941cc2ed91d528657170.jpeg,2015-03-12T13:26:52+00:00,null
Golden Home,Ultra Thin Pizza Crust,5460ea84388fc43c2fa0729d,5466475b0bd65ad56142a8ea,23402087202,2,null,null,130,15,1.5,0,0,null,null,0,75,24,4,1,4,0,0,6,8,null,9,1,slice,45,45,g,https://d1r9wva3zcpswd.cloudfront.net/54664ad40bd65ad56142a9c9.jpeg,2014-11-24T20:24:24+00:00,null
Hudsonville,"Ice Cream, Michigan Deer Traxx",51db3810176fe9790a89b212,54ecb4397daee9762d276916,70438102539,2,null,null,170,90,10,5,0,null,null,20,65,18,1,15,3,4,0,8,0,null,14,0.5,cup,64,64,g,https://d1r9wva3zcpswd.cloudfront.net/54ecb5377daee9762d276947.jpeg,2015-02-24T17:30:31+00:00,null
A-Treat,Orange Soda,550edf24222ed57433ff372a,550edfa09b696e9e38262d19,729228001926,2,null,null,120,null,0,null,0,null,null,null,15,31,null,29,0,null,null,null,null,null,2.5,8,fl oz,null,240,ml,https://d1r9wva3zcpswd.cloudfront.net/550ee1059b696e9e38262d78.jpeg,2015-03-22T15:34:30+00:00,null
Farmer Boy Restaurant,Greek Dressing,51db37b4176fe9790a898793,54b79c01c298a73220e18688,696968000017,2,null,null,120,63,7,1,0,null,null,0,200,15,1,5,0,0,0,0,0,null,16,2,tablespoon,36,36,g,https://d1r9wva3zcpswd.cloudfront.net/54b79c90c298a73220e186b9.jpeg,2015-01-15T10:55:12+00:00,null
Napoleon,"Baby Corn, Whole",51db37ca176fe9790a8997d9,51c37c1e97c3e6d272825038,41253006012,2,Whole,"Baby Corn, Water, Salt.",15,0,0,0,0,null,null,0,320,4,2,1,0,0,0,0,0,null,2,0.5,cup,110,110,g,null,2014-11-24T20:24:24+00:00,null
Chabaso Bakery,Ciabatta Loaf,51db37c5176fe9790a8993a9,51c3ebd697c3e6de73cba6a0,6991010400,2,null,"Enriched, Unbleached, Unbromated Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Water, Kosher Salt, Yeast.",116,3,0,0,null,null,null,0,254,24,1,0,4,0,0,1,8,null,8,2,oz,56.6,56.6,g,null,2014-11-24T20:24:24+00:00,null
Signatures,"Sandwich, Grilled Chicken",5460ebd4cd31bf2c3808b6bc,5536fde944eead46118474c4,60522000087,2,null,null,280,80,9,2,0,null,null,30,490,null,2,6,15,0,8,4,0,null,1,1,sandwich,113,113,g,https://d1r9wva3zcpswd.cloudfront.net/5536fea344eead46118474f5.jpeg,2015-04-22T01:51:31+00:00,null
Lloyd's Barbeque Company,Mild Buffalo Sauce with Seasoned Chicken Wings,51db37b7176fe9790a8989db,51c3c2ab97c3e6d8d3b4a0ed,78929482740,2,null,"Chicken Wings, Cayenne Pepper Sauce (Aged Cayenne Red Peppers, Vinegar, Salt, Garlic), Water, Partially Hydrogenated and Fractionated Soybean Oil, Contains 2% or Less of Seasoning Blend (Maltodextrin, Mono & Diglycerides, Natural Flavors, Potassium Sorbate, Sodium Benzoate, Corn Syrup Solids, Xanthan Gum, Propylene Glycol Alginate, Dehydrated Garlic, Dehydrated Onion, Sugar, Lemon Juice Solids, Guar Gum, Worcestershire Sauce Solids, [Molasses, Vinegar, Corn Syrup, Salt, Caramel Color, Garlic, Sugar, Spice, Tamarind, Natural Flavor], Spice, Artificial Flavor), Modified Cornstarch, Pepper Sauce (Distilled Vinegar, Red Pepper, Salt), Preservative Blend (Sodium Citrate, Sodium Diacetate), Salt, Cultured Dextrose, Propionic Acid, Sugar, Autolyzed Yeast, Flavoring, Dextrose, Sugar, Guar and Xanthan Gums, Sodium Phosphates, Sodium Bicarbonate, Disodium Inosinate and Disodium Guanylate, Nisin Preparation (Salt, Nisin).",200,140,16,4,null,null,null,75,1900,3,null,2,12,2,2,0,4,null,3,5,oz,151,151,g,null,2014-11-24T20:24:24+00:00,null
Juanita's,Tortilla Chips,51db37c2176fe9790a8991c5,51c402b197c3e6dfa4df4763,48867312164,2,null,"Stoneground Corn Masa Flour, Trace of Lime, Vegetable Oil (Canola Oil or Soybean Oil), Salt and Water.",170,100,9,1,0,null,null,0,105,15,3,0,2,2,0,2,8,null,15,13,tortillas,28.35,28.35,g,https://d1r9wva3zcpswd.cloudfront.net/54ca111fca1c9b3541c07a97.jpeg,2015-01-29T10:53:19+00:00,null
3-Hour Diet,"Mealtime Shake, Delicious Vanilla",51db37e5176fe9790a89a5dd,51c3c43397c3e6d8d3b4acfe,93749066017,2,Delicious Vanilla,"Whole Milk, Water, Sucrose, Protein Blend (Nonfat Dry Milk, Milk Protein Concentrate, Calcium Caseinate, Whey Protein Concentrate, Soy Protein Isolate, Soy Protein Concentrate), Microcrystalline Cellulose, Natural and Artificial Flavors, Dipotassium Phosphate, Salt, Sucralose, Carageenan, Guar Gum, Gum Arabic, Soy Lecithin, Calcium and Potassium Salts, (Calcium Hydroxide, Citric Acid, Phosphoric Acid, Potassium Hydroxide), Vitamin A Palmitate, Vitamin D, Vitamin E Acetate, Ascorbic Acid (Vitamin C), Thiamin Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Manganese Sulfate, Pyridoxine HCL (Vitamin B6), Chromium Chloride, Cyanocobalamin (Vitamin B12), Niacinamide (Vitamin B3), Folic Acid, Pantothenic Acid, Biotin, Sodium Molybdate, and Sodium Selenate.",200,45,5,3,0,null,null,20,250,32,1,30,10,20,20,50,5,null,4,1,package,null,null,null,null,2014-11-24T20:24:24+00:00,null
Red Baron,"Pizza Pouches, Meat-Trio",51db381b176fe9790a89b573,51c3f96c97c3e6dfa4df0268,72180631954,2,null,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Low Moisture Part Skim Mozzarella Cheese (Cultured Pasteurized Part Skim Milk, Salt, Enzymes), Water, Tomatoes (Water, Tomato Paste), Cooked Ham, Water, and Isolated Soy Protein Product, Natural Hickory Smoke Flavor Added (Ham, Water, Isolated Soy Protein, Dextrose, Salt, Corn Syrup Solids, Sodium Phosphate, Smoke Flavorings, Sodium Erythorbate, Sodium Nitrite), Cooked Pizza Topping (Sausage [Pork, Beef, Water, Spices, Salt, Sugar, Garlic Powder],Water, Textured Vegetable Protein [Soy Flour, Salt]), Dough Concentrate (Enriched Flour [Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Rice Flour, Dried Whey Partially Hydrogenated Soybean Oil, Leavening [Sodium Acid, Pyrophosphate, Sodium Bicarbonate Pepperoni, Monocalcium Phosphate], Sugar, Salt, Powered Cellulose, Carboxymethyl Cellulose, Calcium Propionate (Added as a Preservative]), Pepperoni (Pork and Beef, Salt, Spices, Dextrose, Lactic Acid Starter Culture, Natural Smoke Flavor, Flavoring, Oleoresin of Paprika, Sodium Nitrite, BHA, BHT, with Citric Acid Added to Help Protect Flavor), Soybean Oil, Contains 2 percent or less of modified Food Starch, Sugar, Salt, Yeast (Yeast, Sorbitan Monostearate, Ascorbic Acid), Spices, Maltodextrin, Flavoring (Autolyzed Yeast Extract, Salt, Maltodextrin, Soy Sauce [Wheat, Soybeans, Salt], Natural Flavor, Sugar, Onion Powder, Garlic Powder, Spice, Disodium Inosinate, Disodium Guanylate), Hydrolyzed Soy and Corn Protein, Paprika, Garlic Powder, Beet Powder.",320,130,14,5,null,null,null,25,710,35,2,4,15,4,0,20,6,null,2,1,pc,127,127,g,null,2014-11-24T20:24:24+00:00,null
Cream-O-Land,Skim Fat Free Milk,545b8e00209f63214035eede,54b80c73e6d674c85ea0b972,88365000194,2,null,null,90,0,0,0,0,null,null,5,105,12,0,12,8,10,0,30,0,null,4,1,cup,null,240,ml,https://d1r9wva3zcpswd.cloudfront.net/54b825af8d4114765b576808.jpeg,2015-01-15T20:41:42+00:00,null
Alicita,"Salsa, Twist of Greece, Medium",51db37dc176fe9790a89a0d1,51c3cdc297c3e6d8d3b4f59e,56952011267,2,"Twist of Greece, Medium","Diced Tomatoes, Crushed Tomatoes, Onions, Water, Apple Cider Vinegar, Jalapeno Peppers, Garlic, Cilantro, Sea Salt, Chili Pepper, Capers.",10,0,0,0,0,null,null,0,130,3,1,0,0,2,6,2,2,null,11,2,tbsp,28,28,g,null,2014-11-24T20:24:24+00:00,null
